timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1716839365460,575,Laptops,200,OK,Usuarios 1-15,text,true,,35784,163,15,15,http://opencart.abstracta.us/index.php?route=product/category&path=18,387,0,0
1716839365618,479,Phones,200,OK,Usuarios 1-5,text,true,,31104,163,15,15,http://opencart.abstracta.us/index.php?route=product/category&path=24,288,0,0
1716839366203,468,Phones,200,OK,Usuarios 1-13,text,true,,31104,163,14,14,http://opencart.abstracta.us/index.php?route=product/category&path=24,283,0,0
1716839366271,516,Laptops,200,OK,Usuarios 1-16,text,true,,35784,163,13,13,http://opencart.abstracta.us/index.php?route=product/category&path=18,332,0,0
1716839366319,559,Laptops,200,OK,Usuarios 1-19,text,true,,35784,163,13,13,http://opencart.abstracta.us/index.php?route=product/category&path=18,367,0,0
1716839366365,542,Phones,200,OK,Usuarios 1-11,text,true,,31104,163,13,13,http://opencart.abstracta.us/index.php?route=product/category&path=24,352,0,0
1716839366839,528,Phones,200,OK,Usuarios 1-8,text,true,,31104,163,12,12,http://opencart.abstracta.us/index.php?route=product/category&path=24,336,0,0
1716839366827,545,Laptops,200,OK,Usuarios 1-20,text,true,,35784,163,11,11,http://opencart.abstracta.us/index.php?route=product/category&path=18,357,0,0
1716839367018,540,Phones,200,OK,Usuarios 1-9,text,true,,31104,163,11,11,http://opencart.abstracta.us/index.php?route=product/category&path=24,349,0,0
1716839367065,662,Phones,200,OK,Usuarios 1-7,text,true,,31104,163,10,10,http://opencart.abstracta.us/index.php?route=product/category&path=24,472,0,0
1716839367073,710,Phones,200,OK,Usuarios 1-17,text,true,,31104,163,9,9,http://opencart.abstracta.us/index.php?route=product/category&path=24,518,0,0
1716839367082,736,Phones,200,OK,Usuarios 1-12,text,true,,31104,163,8,8,http://opencart.abstracta.us/index.php?route=product/category&path=24,549,0,0
1716839367082,804,Laptops,200,OK,Usuarios 1-14,text,true,,35784,163,7,7,http://opencart.abstracta.us/index.php?route=product/category&path=18,603,0,0
1716839367095,792,Phones,200,OK,Usuarios 1-10,text,true,,31104,163,7,7,http://opencart.abstracta.us/index.php?route=product/category&path=24,600,0,0
1716839368018,480,Phones,200,OK,Usuarios 1-16,text,true,,31104,163,6,6,http://opencart.abstracta.us/index.php?route=product/category&path=24,295,0,0
1716839368422,505,Phones,200,OK,Usuarios 1-20,text,true,,31104,163,5,5,http://opencart.abstracta.us/index.php?route=product/category&path=24,280,0,0
1716839369106,466,Phones,200,OK,Usuarios 1-15,text,true,,31104,163,4,4,http://opencart.abstracta.us/index.php?route=product/category&path=24,271,0,0
1716839369202,469,Phones,200,OK,Usuarios 1-18,text,true,,31104,163,3,3,http://opencart.abstracta.us/index.php?route=product/category&path=24,272,0,0
1716839369333,473,Phones,200,OK,Usuarios 1-14,text,true,,31104,163,2,2,http://opencart.abstracta.us/index.php?route=product/category&path=24,277,0,0
1716839370682,457,Phones,200,OK,Usuarios 1-19,text,true,,31104,163,1,1,http://opencart.abstracta.us/index.php?route=product/category&path=24,271,0,0
